"filename", "language", "TypeScript React (Luxcium)", "TypeScript (Luxcium)", "JavaScript (Luxcium)", "CSS", "HTML", "JSON", "comment", "blank", "total"
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/package-lock.json", "JSON", 0, 0, 0, 0, 0, 19026, 0, 1, 19027
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/package.json", "JSON", 0, 0, 0, 0, 0, 75, 0, 1, 76
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/public/index.html", "HTML", 0, 0, 0, 0, 20, 0, 23, 1, 44
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/public/manifest.json", "JSON", 0, 0, 0, 0, 0, 25, 0, 1, 26
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/App.test.tsx", "TypeScript React (Luxcium)", 9, 0, 0, 0, 0, 0, 0, 2, 11
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/App.tsx", "TypeScript React (Luxcium)", 11, 0, 0, 0, 0, 0, 0, 2, 13
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/components/Busca.tsx", "TypeScript React (Luxcium)", 17, 0, 0, 0, 0, 0, 2, 0, 19
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/components/CaminhoIndicador.tsx", "TypeScript React (Luxcium)", 21, 0, 0, 0, 0, 0, 0, 4, 25
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/components/CampoBuscar.tsx", "TypeScript React (Luxcium)", 24, 0, 0, 0, 0, 0, 0, 0, 24
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/components/CheckVendedor.tsx", "TypeScript React (Luxcium)", 31, 0, 0, 0, 0, 0, 1, 6, 38
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/components/CotacaoItem.tsx", "TypeScript React (Luxcium)", 40, 0, 0, 0, 0, 0, 0, 2, 42
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/components/CustomSelect.tsx", "TypeScript React (Luxcium)", 21, 0, 0, 0, 0, 0, 0, 2, 23
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/components/DashVendedor.tsx", "TypeScript React (Luxcium)", 10, 0, 0, 0, 0, 0, 0, 0, 10
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/components/Drawer.tsx", "TypeScript React (Luxcium)", 24, 0, 0, 0, 0, 0, 0, 2, 26
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/components/Form.tsx", "TypeScript React (Luxcium)", 33, 0, 0, 0, 0, 0, 0, 3, 36
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/components/InfoEmpresa.tsx", "TypeScript React (Luxcium)", 45, 0, 0, 0, 0, 0, 1, 5, 51
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/components/ListaEmpresas.tsx", "TypeScript React (Luxcium)", 53, 0, 0, 0, 0, 0, 1, 5, 59
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/components/ListaMenu.tsx", "TypeScript React (Luxcium)", 50, 0, 0, 0, 0, 0, 0, 6, 56
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/components/ListaUsuarios.tsx", "TypeScript React (Luxcium)", 102, 0, 0, 0, 0, 0, 0, 6, 108
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/components/Loading.tsx", "TypeScript React (Luxcium)", 18, 0, 0, 0, 0, 0, 0, 0, 18
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/components/Menu.tsx", "TypeScript React (Luxcium)", 36, 0, 0, 0, 0, 0, 0, 7, 43
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/components/NadaAqui.tsx", "TypeScript React (Luxcium)", 14, 0, 0, 0, 0, 0, 0, 1, 15
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/components/OpenDrawer.tsx", "TypeScript React (Luxcium)", 31, 0, 0, 0, 0, 0, 0, 5, 36
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/components/PaginaInfo.tsx", "TypeScript React (Luxcium)", 10, 0, 0, 0, 0, 0, 2, 0, 12
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/components/Paginacao.tsx", "TypeScript React (Luxcium)", 45, 0, 0, 0, 0, 0, 0, 5, 50
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/components/ProfileMenu.tsx", "TypeScript React (Luxcium)", 86, 0, 0, 0, 0, 0, 2, 18, 106
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/components/QuantidadeTotal.tsx", "TypeScript React (Luxcium)", 29, 0, 0, 0, 0, 0, 1, 6, 36
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/components/QuantidadeTotalRasc.tsx", "TypeScript React (Luxcium)", 27, 0, 0, 0, 0, 0, 0, 1, 28
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/components/Result.tsx", "TypeScript React (Luxcium)", 22, 0, 0, 0, 0, 0, 0, 1, 23
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/components/Tabela.tsx", "TypeScript React (Luxcium)", 118, 0, 0, 0, 0, 0, 0, 14, 132
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/components/TabelaSemCampos.tsx", "TypeScript React (Luxcium)", 58, 0, 0, 0, 0, 0, 0, 2, 60
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/components/Test.tsx", "TypeScript React (Luxcium)", 6, 0, 0, 0, 0, 0, 1, 1, 8
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/components/Teste.tsx", "TypeScript React (Luxcium)", 17, 0, 0, 0, 0, 0, 0, 1, 18
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/components/carregando.tsx", "TypeScript React (Luxcium)", 10, 0, 0, 0, 0, 0, 0, 2, 12
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/components/erros/PageNotFound.tsx", "TypeScript React (Luxcium)", 20, 0, 0, 0, 0, 0, 0, 0, 20
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/components/modal/component.modal.tsx", "TypeScript React (Luxcium)", 12, 0, 0, 0, 0, 0, 0, 1, 13
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/components/modal/modal.context.ts", "TypeScript (Luxcium)", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/components/modals/ModalItem.tsx", "TypeScript React (Luxcium)", 128, 0, 0, 0, 0, 0, 0, 11, 139
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/context/atom.ts", "TypeScript (Luxcium)", 0, 10, 0, 0, 0, 0, 0, 2, 12
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/context/auth.tsx", "TypeScript React (Luxcium)", 38, 0, 0, 0, 0, 0, 0, 7, 45
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/exceptions/NotPossibleConnectError.ts", "TypeScript (Luxcium)", 0, 10, 0, 0, 0, 0, 0, 0, 10
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/generated/index.ts", "TypeScript (Luxcium)", 0, 1, 0, 0, 0, 0, 0, 0, 1
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/generated/models/LoginTdo.ts", "TypeScript (Luxcium)", 0, 4, 0, 0, 0, 0, 0, 0, 4
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/hooks/useCalcularItens.ts", "TypeScript (Luxcium)", 0, 10, 0, 0, 0, 0, 0, 2, 12
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/hooks/useCotacao.ts", "TypeScript (Luxcium)", 0, 49, 0, 0, 0, 0, 0, 6, 55
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/hooks/useCotacoes.ts", "TypeScript (Luxcium)", 0, 13, 0, 0, 0, 0, 0, 1, 14
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/hooks/useCurrencyMask.js", "JavaScript (Luxcium)", 0, 0, 16, 0, 0, 0, 0, 7, 23
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/hooks/useEmpresa.ts", "TypeScript (Luxcium)", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/hooks/useFlag.ts", "TypeScript (Luxcium)", 0, 17, 0, 0, 0, 0, 0, 2, 19
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/hooks/useFlagFornecedor.ts", "TypeScript (Luxcium)", 0, 24, 0, 0, 0, 0, 0, 3, 27
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/hooks/useHistorico.ts", "TypeScript (Luxcium)", 0, 19, 0, 0, 0, 0, 0, 3, 22
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/hooks/useItemFunctions.ts", "TypeScript (Luxcium)", 0, 45, 0, 0, 0, 0, 1, 6, 52
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/hooks/useItens.ts", "TypeScript (Luxcium)", 0, 44, 0, 0, 0, 0, 1, 7, 52
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/hooks/useSetStatusLocalmente.ts", "TypeScript (Luxcium)", 0, 30, 0, 0, 0, 0, 9, 9, 48
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/hooks/useStatusEnvio.ts", "TypeScript (Luxcium)", 0, 26, 0, 0, 0, 0, 0, 2, 28
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/hooks/useTabela.tsx", "TypeScript React (Luxcium)", 272, 0, 0, 0, 0, 0, 4, 13, 289
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/hooks/useToReal.ts", "TypeScript (Luxcium)", 0, 6, 0, 0, 0, 0, 0, 0, 6
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/hooks/useVendedor.ts", "TypeScript (Luxcium)", 0, 21, 0, 0, 0, 0, 1, 3, 25
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/index.tsx", "TypeScript React (Luxcium)", 18, 0, 0, 0, 0, 0, 0, 3, 21
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/lib/api.ts", "TypeScript (Luxcium)", 0, 94, 0, 0, 0, 0, 1, 15, 110
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/lib/apiUsuario.tsx", "TypeScript React (Luxcium)", 20, 0, 0, 0, 0, 0, 0, 3, 23
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/lib/moeda.js", "JavaScript (Luxcium)", 0, 0, 11, 0, 0, 0, 0, 3, 14
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/lib/types.ts", "TypeScript (Luxcium)", 0, 111, 0, 0, 0, 0, 0, 4, 115
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/lib/utils.ts", "TypeScript (Luxcium)", 0, 7, 0, 0, 0, 0, 0, 2, 9
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/pages/CotacoesAbertas.tsx", "TypeScript React (Luxcium)", 611, 0, 0, 0, 0, 0, 34, 90, 735
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/pages/FinalizarCotacao.tsx", "TypeScript React (Luxcium)", 123, 0, 0, 0, 0, 0, 12, 29, 164
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/pages/FormularioLogin.tsx", "TypeScript React (Luxcium)", 128, 0, 0, 0, 0, 0, 4, 18, 150
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/pages/HistoricoTributosModal.tsx", "TypeScript React (Luxcium)", 62, 0, 0, 0, 0, 0, 0, 5, 67
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/pages/Inc.tsx", "TypeScript React (Luxcium)", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/pages/Informacoes.tsx", "TypeScript React (Luxcium)", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/pages/ItensCotacaoTabela.tsx", "TypeScript React (Luxcium)", 196, 0, 0, 0, 0, 0, 0, 17, 213
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/pages/Login.tsx", "TypeScript React (Luxcium)", 20, 0, 0, 0, 0, 0, 0, 1, 21
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/pages/ModalDesconto.tsx", "TypeScript React (Luxcium)", 45, 0, 0, 0, 0, 0, 0, 8, 53
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/pages/Moeda.tsx", "TypeScript React (Luxcium)", 22, 0, 0, 0, 0, 0, 0, 2, 24
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/pages/Pronto.tsx", "TypeScript React (Luxcium)", 16, 0, 0, 0, 0, 0, 0, 0, 16
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/pages/QualCotacao.tsx", "TypeScript React (Luxcium)", 17, 0, 0, 0, 0, 0, 0, 0, 17
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/pages/Relatorios.tsx", "TypeScript React (Luxcium)", 33, 0, 0, 0, 0, 0, 0, 3, 36
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/pages/Report.tsx", "TypeScript React (Luxcium)", 403, 0, 0, 0, 0, 0, 9, 38, 450
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/pages/RouteComponent-rasc.tsx", "TypeScript React (Luxcium)", 26, 0, 0, 0, 0, 0, 0, 4, 30
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/pages/RouteComponent.tsx", "TypeScript React (Luxcium)", 28, 0, 0, 0, 0, 0, 0, 4, 32
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/pages/TabelaEditavel.tsx", "TypeScript React (Luxcium)", 0, 0, 0, 0, 0, 0, 0, 2, 2
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/pages/TesteLayout.tsx", "TypeScript React (Luxcium)", 98, 0, 0, 0, 0, 0, 3, 18, 119
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/pages/TipoDeRelatorio.tsx", "TypeScript React (Luxcium)", 17, 0, 0, 0, 0, 0, 0, 0, 17
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/pages/useTabela.tsx", "TypeScript React (Luxcium)", 165, 0, 0, 0, 0, 0, 1, 12, 178
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/react-app-env.d.ts", "TypeScript (Luxcium)", 0, 0, 0, 0, 0, 0, 1, 1, 2
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/store/paginacaoState.ts", "TypeScript (Luxcium)", 0, 17, 0, 0, 0, 0, 0, 4, 21
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/teste/Teste.tsx", "TypeScript React (Luxcium)", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/theme/index.ts", "TypeScript (Luxcium)", 0, 36, 0, 0, 0, 0, 4, 3, 43
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/theme/styles.css", "CSS", 0, 0, 0, 34, 0, 0, 0, 8, 42
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/theme/tabela.css", "CSS", 0, 0, 0, 6, 0, 0, 0, 1, 7
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/util/util.ts", "TypeScript (Luxcium)", 0, 226, 0, 0, 0, 0, 0, 1, 227
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/src/wdyr.ts", "TypeScript (Luxcium)", 0, 6, 0, 0, 0, 0, 1, 1, 8
"/home/jneiva/projetos/Projeto-cotacao/client-cotacao/tsconfig.json", "JSON", 0, 0, 0, 0, 0, 20, 0, 1, 21
"Total", "-", 3536, 826, 27, 40, 20, 19146, 120, 504, 24219